country,crop,year,rainfall,pesticides,temperature,Actual (A),Predicted (P),Absolute Error (AE),Residual (R) (A - P) ,R^2,,,,,,,,
Argentina,Sorghum,2006,591,65872.12,18.1,46778,46778,0,0,0,,,,,,,,
Italy,Sorghum,2012,832,61889,13.45,41979,62061,20082,-20082,403286724,,,,,,,,
Indonesia,Cassava,1994,2702,1597,27.34,115946,115946,0,0,0,,,,,,,,
Nepal,Soybeans,1992,1500,60.11,14.95,5805,5811,6,-6,36,,,,,,,,
Uruguay,Sorghum,2008,1300,13335.22,17.43,40106,20000,20106,20106,404251236,,,,,,,,
Mexico,Sweet potatoes,1991,758,34468.93,16.13,174848,174848,0,0,0,,,,,,,,
India,Maize,1992,1083,70791,25.16,16758,16758,0,0,0,,,,,,,,
Brazil,Soybeans,1997,1761,110276.11,25.2,22977,22977,0,0,0,,,,,,,,
Angola,Wheat,2001,1010,40,24.43,16667,17023,356,-356,126736,,,,,,,,
Tunisia,Potatoes,1998,207,868.44,19.19,137850,123604,14246,14246,202948516,,,,,,,,
Poland,Wheat,2000,600,8848,9.56,32268,35336,3068,-3068,9412624,,,,,,,,
Italy,Maize,2007,832,80454,13.32,93120,95726,2606,-2606,6791236,,,,,,,,
Argentina,Sweet potatoes,1999,591,62831.39,17.15,143991,143991,0,0,0,,,,,,,,
Brazil,Sweet potatoes,2013,1761,367778,26.14,130913,130913,0,0,0,,,,,,,,
Angola,Soybeans,2012,1010,40,24.24,1641,5294,3653,-3653,13344409,,,,,,,,
India,Potatoes,2008,1083,14485.33,26.51,192973,192973,0,0,0,,,,,,,,
Australia,Maize,2000,534,33475,17.57,49360,51212,1852,-1852,3429904,,,,,,,,
Namibia,Sorghum,2009,285,56,20.02,2382,3740,1358,-1358,1844164,,,,,,,,
India,Potatoes,1995,1083,61257,25.55,162720,162720,0,0,0,,,,,,,,
India,Sorghum,1992,1083,70791,25.41,9820,9820,0,0,0,,,,,,,,
India,Maize,2006,1083,37423,26.43,19125,19125,0,0,0,,,,,,,,
Guyana,"Rice, paddy",2007,2387,246.5,27.3,43310,46265,2955,-2955,8732025,,,,,,,,
South Africa,"Rice, paddy",1997,495,21596,15.38,22537,22331,206,206,42436,,,,,,,,
Australia,Wheat,1997,534,34091,13.93,18412,18412,0,0,0,,,,,,,,
India,Potatoes,2008,1083,14485.33,25.78,192973,192973,0,0,0,,,,,,,,
Brazil,Soybeans,1991,1761,58349.44,17.95,15533,15533,0,0,0,,,,,,,,
Dominican Republic,Cassava,2011,1410,6316.61,26.66,78686,78686,0,0,0,,,,,,,,
Brazil,Potatoes,2004,1761,214725,20.05,213525,213525,0,0,0,,,,,,,,
Brazil,Soybeans,2012,1761,346583,18.8,26366,26366,0,0,0,,,,,,,,
Turkey,Soybeans,2012,593,42610.59,19.92,36394,36394,0,0,0,,,,,,,,
Zambia,Cassava,1990,1020,1080,21.43,62040,61679,361,361,130321,,,,,,,,
Colombia,"Rice, paddy",1993,3240,14961.81,22.29,41202,41202,0,0,0,,,,,,,,
Brazil,Yams,1990,1761,49695,21.88,91489,91489,0,0,0,,,,,,,,
Australia,Maize,2006,534,35900,16.75,53856,53856,0,0,0,,,,,,,,
Azerbaijan,"Rice, paddy",2007,447,148.68,12.75,33886,42375,8489,-8489,72063121,,,,,,,,
India,Wheat,2011,1083,55540,25.92,29886,29886,0,0,0,,,,,,,,
Japan,Yams,1995,1668,79821.18,12.98,197704,197704,0,0,0,,,,,,,,
Guyana,Maize,2012,2387,427.73,27.42,13854,16318,2464,-2464,6071296,,,,,,,,
Spain,Wheat,2010,636,39043,16.51,30498,30498,0,0,0,,,,,,,,
Mexico,Maize,1994,758,34468.93,25.05,22255,22255,0,0,0,,,,,,,,
Kazakhstan,"Rice, paddy",1992,250,17182,6.2,39915,27937,11978,11978,143472484,,,,,,,,
Morocco,Wheat,1997,346,12214,18.31,9292,18111,8819,-8819,77774761,,,,,,,,
Italy,Sweet potatoes,1997,832,84799,13.13,199328,171429,27899,27899,778354201,,,,,,,,
Brazil,Potatoes,1994,1761,84312.78,19.15,144802,144802,0,0,0,,,,,,,,
Argentina,Wheat,1997,591,77691,18.54,22426,22426,0,0,0,,,,,,,,
India,Sorghum,2008,1083,14485.33,25.78,10209,10209,0,0,0,,,,,,,,
Iraq,Maize,1994,216,692,23.47,21333,21333,0,0,0,,,,,,,,
Sri Lanka,"Rice, paddy",2008,1712,1152.39,26.42,36800,35596,1204,1204,1449616,,,,,,,,
India,"Rice, paddy",2000,1083,44957.52,25.11,28508,28508,0,0,0,,,,,,,,
Mexico,Sweet potatoes,2001,758,31373.3,21.23,199853,199853,0,0,0,,,,,,,,
Pakistan,Maize,2009,494,3957.61,26.68,34879,34879,0,0,0,,,,,,,,
Austria,Potatoes,1994,1110,3619,9.89,199650,292627,92977,-92977,8644722529,,,,,,,,
Denmark,Wheat,2010,703,3894,7.54,66264,72120,5856,-5856,34292736,,,,,,,,
Rwanda,"Rice, paddy",2008,1212,321.75,19.56,44432,41320,3112,3112,9684544,,,,,,,,
Germany,Wheat,2002,700,34431.72,6.26,69056,72826,3770,-3770,14212900,,,,,,,,
Ukraine,Soybeans,2009,565,36444.7,8.82,16763,15111,1652,1652,2729104,,,,,,,,
El Salvador,Maize,2013,1784,6005.08,26.36,29461,30041,580,-580,336400,,,,,,,,
Mali,Potatoes,2007,282,7.72,27.94,240551,115357,125194,125194,15673537636,,,,,,,,
Mali,Sweet potatoes,1993,282,33.19,27.55,51033,56904,5871,-5871,34468641,,,,,,,,
Australia,Soybeans,2009,534,38065.68,20.65,18926,18926,0,0,0,,,,,,,,
Canada,Potatoes,2000,537,39667,4.61,116314,116314,0,0,0,,,,,,,,
Mexico,Soybeans,2001,758,31373.3,20.15,16503,16503,0,0,0,,,,,,,,
Ecuador,Sweet potatoes,1998,2274,21500,22.72,17591,17591,0,0,0,,,,,,,,
India,Soybeans,2000,1083,44957.52,24.57,8222,8222,0,0,0,,,,,,,,
Brazil,Sweet potatoes,2011,1761,345026,27.29,124266,121926,2340,2340,5475600,,,,,,,,
Burkina Faso,Yams,2000,748,75.44,28.6,82928,69169,13759,13759,189310081,,,,,,,,
Mauritius,Maize,2007,2041,644.12,24.28,94537,64737,29800,29800,888040000,,,,,,,,
Sweden,Wheat,1999,624,1602,8.02,60236,59412,824,824,678976,,,,,,,,
Pakistan,Potatoes,2010,494,2968.44,19.52,226823,165714,61109,61109,3734309881,,,,,,,,
Brazil,Cassava,1997,1761,110276.11,21.91,128200,128200,0,0,0,,,,,,,,
India,Sorghum,1992,1083,70791,25.73,9820,9820,0,0,0,,,,,,,,
Indonesia,Soybeans,2013,2702,1597,27.88,14161,14161,0,0,0,,,,,,,,
Pakistan,Soybeans,2004,494,8903.48,23.78,12450,12450,0,0,0,,,,,,,,
El Salvador,Plantains and others,2006,1784,2265.72,26.14,311678,311711,33,-33,1089,,,,,,,,
Pakistan,Sweet potatoes,1995,494,7681,24.58,100688,100688,0,0,0,,,,,,,,
Canada,Maize,1992,537,29387,8.05,56927,56927,0,0,0,,,,,,,,
India,Maize,1997,1083,52279,25.68,17111,17111,0,0,0,,,,,,,,
Pakistan,Soybeans,1993,494,4945,18.91,5681,6051,370,-370,136900,,,,,,,,
South Africa,Soybeans,2010,495,26857,19.31,18173,18173,0,0,0,,,,,,,,
Bahamas,Plantains and others,2012,1292,268.2,25.46,77391,78182,791,-791,625681,,,,,,,,
South Africa,Soybeans,2002,495,26857,15.88,17962,16862,1100,1100,1210000,,,,,,,,
Mexico,Cassava,1991,758,34468.93,19.69,78776,78776,0,0,0,,,,,,,,
Canada,Wheat,1999,537,44293,6.02,25971,25971,0,0,0,,,,,,,,
India,Soybeans,1990,1083,75000,25.54,10145,10145,0,0,0,,,,,,,,
Morocco,Potatoes,2000,346,13435.43,18.14,180193,180193,0,0,0,,,,,,,,
Brazil,Yams,1996,1761,101621.67,25.45,91837,91837,0,0,0,,,,,,,,
India,Soybeans,2006,1083,37423,25.42,10628,10628,0,0,0,,,,,,,,
India,"Rice, paddy",1991,1083,72133,25.4,26271,26271,0,0,0,,,,,,,,
Papua New Guinea,Sweet potatoes,1992,3142,121,25.3,47500,47000,500,500,250000,,,,,,,,
Portugal,"Rice, paddy",2007,854,16682.39,16.11,58062,57219,843,843,710649,,,,,,,,
Kazakhstan,Sorghum,2006,250,3926.27,3.88,24128,17500,6628,6628,43930384,,,,,,,,
Japan,"Rice, paddy",2007,1668,61164.07,16.53,65111,65111,0,0,0,,,,,,,,
Rwanda,Maize,2006,1212,288.72,20.02,8531,7201,1330,1330,1768900,,,,,,,,
Spain,Potatoes,2005,636,41017,12.26,269844,269844,0,0,0,,,,,,,,
Brazil,Potatoes,2009,1761,335742,18.84,248299,248299,0,0,0,,,,,,,,
Pakistan,Soybeans,2008,494,4946.79,26.33,5918,5918,0,0,0,,,,,,,,
Mexico,Soybeans,2004,758,26433.14,16.84,15010,15010,0,0,0,,,,,,,,
Madagascar,Wheat,1991,1513,131,19.79,22500,25000,2500,-2500,6250000,,,,,,,,
Japan,Sweet potatoes,2008,1668,58750,13.31,248403,248403,0,0,0,,,,,,,,
Norway,Potatoes,1995,1414,913.14,3.08,222358,227489,5131,-5131,26327161,,,,,,,,
India,Maize,2012,1083,52980,26.89,25557,25557,0,0,0,,,,,,,,
South Africa,Potatoes,2006,495,26857,18.42,331650,330590,1060,1060,1123600,,,,,,,,
Canada,Maize,2008,537,53707.3,7.5,90623,90623,0,0,0,,,,,,,,
Haiti,Cassava,2010,1440,27.85,27.19,44629,44678,49,-49,2401,,,,,,,,
Iraq,Potatoes,1997,216,848,22.74,154474,174739,20265,-20265,410670225,,,,,,,,
Kenya,Potatoes,2008,630,1578,16.66,214815,200000,14815,14815,219484225,,,,,,,,
Honduras,Maize,2002,1976,1772.3,24.61,13655,27641,13986,-13986,195608196,,,,,,,,
Australia,Maize,2001,534,32710,12.29,46471,47544,1073,-1073,1151329,,,,,,,,
South Africa,Maize,1991,495,16582,15.56,22573,22573,0,0,0,,,,,,,,
Brazil,"Rice, paddy",2001,1761,151523,22.14,32405,32405,0,0,0,,,,,,,,
India,Wheat,2000,1083,44957.52,27.44,27785,27785,0,0,0,,,,,,,,
Spain,"Rice, paddy",1999,636,33614,17.43,75388,75388,0,0,0,,,,,,,,
Algeria,Maize,2013,89,17278.65,17.65,33649,44714,11065,-11065,122434225,,,,,,,,
Brazil,Sweet potatoes,2006,1761,238716,21.82,116902,116902,0,0,0,,,,,,,,
Japan,Yams,1996,1668,79821.18,15.2,194514,194514,0,0,0,,,,,,,,
Canada,Soybeans,1990,537,29568,5.57,26096,26096,0,0,0,,,,,,,,
Uruguay,Soybeans,1993,1300,1634.02,16.81,18500,31952,13452,-13452,180956304,,,,,,,,
South Africa,Potatoes,2012,495,26857,15.89,351066,351066,0,0,0,,,,,,,,
Peru,Potatoes,2008,1738,12598.66,17.34,129138,131100,1962,-1962,3849444,,,,,,,,
Senegal,Sweet potatoes,2006,686,511.93,25.32,250252,250094,158,158,24964,,,,,,,,
Canada,Maize,1995,537,32223.4,8.52,72528,72528,0,0,0,,,,,,,,
Honduras,Wheat,2008,1976,5130.42,24.25,5452,5750,298,-298,88804,,,,,,,,
Portugal,Potatoes,2005,854,16353,16.43,147282,161642,14360,-14360,206209600,,,,,,,,
Ecuador,Wheat,2007,2274,14156.16,17.44,8186,8186,0,0,0,,,,,,,,
Indonesia,Potatoes,1994,2702,1597,25.21,156474,156474,0,0,0,,,,,,,,
Uruguay,Potatoes,2006,1300,9143.45,17.13,172693,189330,16637,-16637,276789769,,,,,,,,
Saudi Arabia,Sorghum,2008,59,4372.61,26.64,24325,24325,0,0,0,,,,,,,,
Brazil,Soybeans,1990,1761,49695,25.29,17322,17322,0,0,0,,,,,,,,
France,Maize,2006,867,71612,11.79,85818,89907,4089,-4089,16719921,,,,,,,,
Argentina,Wheat,2002,591,64134.56,17.58,22398,22398,0,0,0,,,,,,,,
Ecuador,Sweet potatoes,2000,2274,17948,21.46,29181,29181,0,0,0,,,,,,,,
Mauritania,Sweet potatoes,2002,92,3.2,27.84,10007,10000,7,7,49,,,,,,,,
Namibia,Sorghum,1996,285,56,19.79,2174,3740,1566,-1566,2452356,,,,,,,,
Honduras,Soybeans,2001,1976,1141,24.4,18750,19516,766,-766,586756,,,,,,,,
Pakistan,Potatoes,2007,494,5935.96,25.16,193516,193516,0,0,0,,,,,,,,
Peru,Cassava,2007,1738,9011.14,16.68,111848,108392,3456,3456,11943936,,,,,,,,
Algeria,Wheat,2009,89,3867.99,17.78,15975,12742,3233,3233,10452289,,,,,,,,
India,"Rice, paddy",1996,1083,56114,25.55,28226,28226,0,0,0,,,,,,,,
Angola,Cassava,1998,1010,40,24.96,55728,59821,4093,-4093,16752649,,,,,,,,
Haiti,Sorghum,2011,1440,27.85,27.1,9035,9161,126,-126,15876,,,,,,,,
Turkey,Sorghum,2010,593,38554.69,15.6,70968,70968,0,0,0,,,,,,,,
Mozambique,Sweet potatoes,2012,1032,766.93,21.92,164573,111841,52732,52732,2780663824,,,,,,,,
Spain,Maize,1993,636,29408,16.28,61736,61736,0,0,0,,,,,,,,
United Kingdom,Potatoes,2010,1220,16770.87,8.8,438841,438841,0,0,0,,,,,,,,
Jamaica,Sweet potatoes,2000,2051,909.71,26.96,163362,123377,39985,39985,1598800225,,,,,,,,
Thailand,"Rice, paddy",2009,1622,67933,27.79,29079,29974,895,-895,801025,,,,,,,,
Kenya,"Rice, paddy",1990,630,3469,15.94,30984,41786,10802,-10802,116683204,,,,,,,,
India,Sweet potatoes,1996,1083,56114,25.75,80716,80716,0,0,0,,,,,,,,
Switzerland,Maize,1993,1537,1934.5,7.48,89050,83130,5920,5920,35046400,,,,,,,,
Algeria,Wheat,2006,89,4110.72,18.13,15068,12742,2326,2326,5410276,,,,,,,,
Azerbaijan,Maize,2008,447,262.99,12.3,47784,46175,1609,1609,2588881,,,,,,,,
Mexico,Sweet potatoes,2009,758,61690.08,21.76,190454,190454,0,0,0,,,,,,,,
Spain,Soybeans,1998,636,35070,17.15,20731,20731,0,0,0,,,,,,,,
Papua New Guinea,Yams,2000,3142,105,25.4,175000,175187,187,-187,34969,,,,,,,,
India,Sorghum,1996,1083,56114,27.01,9591,9591,0,0,0,,,,,,,,
India,Potatoes,2004,1083,35113,26.41,188091,188091,0,0,0,,,,,,,,
Tajikistan,Potatoes,1997,691,751.31,8.69,100289,104926,4637,-4637,21501769,,,,,,,,
India,Cassava,1992,1083,70791,24.62,232463,232463,0,0,0,,,,,,,,
Mexico,Maize,2012,758,64512.22,20.61,31874,31874,0,0,0,,,,,,,,
India,Wheat,2002,1083,42482.56,26.49,27621,27621,0,0,0,,,,,,,,
Dominican Republic,Yams,1990,1410,4971,26.67,51705,51705,0,0,0,,,,,,,,
Mexico,Sorghum,2009,758,61690.08,16.65,36131,36131,0,0,0,,,,,,,,
Canada,Soybeans,2007,537,45140.03,7.42,23010,23010,0,0,0,,,,,,,,
Brazil,Potatoes,2013,1761,367778,26.4,277517,277517,0,0,0,,,,,,,,
Pakistan,Sweet potatoes,1992,494,5518,22.36,104368,104368,0,0,0,,,,,,,,
Canada,Potatoes,2009,537,54529.4,4.71,127453,127453,0,0,0,,,,,,,,
India,Sweet potatoes,2000,1083,44957.52,26.05,97421,97421,0,0,0,,,,,,,,
Mexico,Soybeans,1997,758,34468.93,20.35,15057,15057,0,0,0,,,,,,,,
Brazil,Maize,2010,1761,342580,28.18,43667,43667,0,0,0,,,,,,,,
Eritrea,Maize,2011,383,27.63,24.78,9524,9000,524,524,274576,,,,,,,,
Brazil,Sorghum,1990,1761,49695,27.07,17150,17150,0,0,0,,,,,,,,
Mexico,Sorghum,2005,758,51741.99,21.42,34544,34544,0,0,0,,,,,,,,
Mauritania,Sweet potatoes,1996,92,39.09,27.93,9990,9988,2,2,4,,,,,,,,
Senegal,Sweet potatoes,1993,686,357.55,24.99,60372,50951,9421,9421,88755241,,,,,,,,
Japan,Potatoes,1994,1668,79821.18,13.78,312107,312107,0,0,0,,,,,,,,
Kenya,Plantains and others,2000,630,1998,16.73,128571,127273,1298,1298,1684804,,,,,,,,
Malaysia,Sweet potatoes,2006,2875,39406.48,27.29,142868,162751,19883,-19883,395333689,,,,,,,,
Germany,Wheat,1995,700,30090,9.16,68882,67684,1198,1198,1435204,,,,,,,,
El Salvador,"Rice, paddy",1998,1784,3009.39,26.48,49760,44419,5341,5341,28526281,,,,,,,,
Uganda,Soybeans,2002,1180,88,23.99,10993,12075,1082,-1082,1170724,,,,,,,,
India,Sorghum,2009,1083,28707.01,25.38,9621,9621,0,0,0,,,,,,,,
Uruguay,Soybeans,2006,1300,9143.45,17.13,21899,18381,3518,3518,12376324,,,,,,,,
South Africa,Potatoes,1990,495,16582,20.56,200263,158256,42007,42007,1764588049,,,,,,,,
Cameroon,Potatoes,1991,1604,99.09,24.99,16875,33357,16482,-16482,271656324,,,,,,,,
Central African Republic,Yams,1990,1342,0.04,25.42,65714,66582,868,-868,753424,,,,,,,,
Colombia,Wheat,2009,3240,51435.13,27.68,16946,18709,1763,-1763,3108169,,,,,,,,
Ireland,Wheat,1996,1118,1577,8.85,89965,42492,47473,47473,2253685729,,,,,,,,
India,Potatoes,2008,1083,14485.33,25.65,192973,192973,0,0,0,,,,,,,,
Indonesia,Soybeans,1997,2702,1597,25.52,12125,12125,0,0,0,,,,,,,,
South Africa,Potatoes,1998,495,24304,16.11,307667,307667,0,0,0,,,,,,,,
Ukraine,Maize,2013,565,86781.8,10.33,64119,46911,17208,17208,296115264,,,,,,,,
India,Maize,1999,1083,46195,25.78,17922,17922,0,0,0,,,,,,,,
Jamaica,Yams,1994,2051,1415.65,27.48,160831,132759,28072,28072,788037184,,,,,,,,
Japan,Potatoes,1994,1668,79821.18,16.41,312107,312107,0,0,0,,,,,,,,
France,Wheat,1996,867,97890,10.14,71361,66764,4597,4597,21132409,,,,,,,,
Madagascar,Wheat,1994,1513,76.15,19.96,20000,20000,0,0,0,,,,,,,,
Central African Republic,Cassava,2011,1342,22.87,25.23,28132,28132,0,0,0,,,,,,,,
Netherlands,Wheat,1996,778,8923,8.32,89612,50735,38877,38877,1511421129,,,,,,,,
India,Maize,1998,1083,49157,27.87,17969,17969,0,0,0,,,,,,,,
Guinea,"Rice, paddy",2007,1651,400.55,27.28,17769,17672,97,97,9409,,,,,,,,
India,Sweet potatoes,1998,1083,49157,24.84,86907,86907,0,0,0,,,,,,,,
Pakistan,Wheat,1999,494,20450,23.8,21698,21698,0,0,0,,,,,,,,
India,Soybeans,1990,1083,75000,26.36,10145,10145,0,0,0,,,,,,,,
Brazil,Wheat,2000,1761,140423,27.5,15156,15156,0,0,0,,,,,,,,
Canada,Soybeans,2008,537,53707.3,6.58,27906,27906,0,0,0,,,,,,,,
Pakistan,Sorghum,1999,494,20450,27.14,6167,6167,0,0,0,,,,,,,,
Iraq,Sorghum,2006,216,824.14,20.12,10000,9750,250,250,62500,,,,,,,,
India,Wheat,2002,1083,42482.56,24.91,27621,27621,0,0,0,,,,,,,,
India,Cassava,2012,1083,52980,25.98,385818,385818,0,0,0,,,,,,,,
Namibia,Wheat,1998,285,56,20.83,49336,55172,5836,-5836,34058896,,,,,,,,
Botswana,Maize,2011,416,17,19.19,3473,1844,1629,1629,2653641,,,,,,,,
Mexico,"Rice, paddy",2004,758,26433.14,21.24,44631,44631,0,0,0,,,,,,,,
India,Cassava,2011,1083,55540,27.29,364770,364770,0,0,0,,,,,,,,
Argentina,Sorghum,1993,591,26156,17.32,39529,39529,0,0,0,,,,,,,,
Norway,Wheat,2013,1414,761.97,3.5,38841,40994,2153,-2153,4635409,,,,,,,,
Ecuador,"Rice, paddy",1991,2274,2377,22.18,26921,26921,0,0,0,,,,,,,,
Italy,Wheat,1995,832,84153,12.47,32013,33170,1157,-1157,1338649,,,,,,,,
Pakistan,Sorghum,2011,494,1979.27,27.02,6417,6417,0,0,0,,,,,,,,
Mali,Sweet potatoes,2009,282,4.12,27.89,191228,188048,3180,3180,10112400,,,,,,,,
Brazil,"Rice, paddy",1996,1761,101621.67,27.6,26578,26578,0,0,0,,,,,,,,
India,Cassava,1999,1083,46195,26.21,239523,239523,0,0,0,,,,,,,,
Brazil,Potatoes,2009,1761,335742,18.38,248299,248299,0,0,0,,,,,,,,
Papua New Guinea,Yams,1997,3142,105,24.86,175095,176000,905,-905,819025,,,,,,,,
Brazil,Potatoes,1997,1761,110276.11,27.57,152748,152748,0,0,0,,,,,,,,
Nicaragua,Maize,1993,2280,977,27.05,13037,13129,92,-92,8464,,,,,,,,
Mexico,Maize,1992,758,34468.93,21,23450,23450,0,0,0,,,,,,,,
India,Sorghum,2010,1083,40093.69,26.52,8602,8602,0,0,0,,,,,,,,
Jamaica,Potatoes,2011,2051,909.71,27.17,190236,169416,20820,20820,433472400,,,,,,,,
Sri Lanka,Plantains and others,2001,1712,1705.05,26.63,118178,118000,178,178,31684,,,,,,,,
Turkey,Sorghum,2004,593,28831,10.99,23333,23333,0,0,0,,,,,,,,
Brazil,Potatoes,2010,1761,342580,18.18,258859,258859,0,0,0,,,,,,,,
Slovenia,Maize,2013,1162,917.49,11.58,54145,70816,16671,-16671,277922241,,,,,,,,
Germany,Soybeans,2002,700,34431.72,9.86,15337,15337,0,0,0,,,,,,,,
India,Maize,1994,1083,61357,26.46,14480,14480,0,0,0,,,,,,,,
Australia,Wheat,2010,534,42169.39,20.33,15729,15729,0,0,0,,,,,,,,
Chile,Potatoes,2008,1522,9830.72,6.57,172591,152389,20202,20202,408120804,,,,,,,,
Spain,"Rice, paddy",1995,636,27852,12.99,60459,61109,650,-650,422500,,,,,,,,
Peru,Soybeans,1990,1738,3134,16.84,20998,19377,1621,1621,2627641,,,,,,,,
Honduras,Potatoes,1995,1976,7800,24.95,108075,107494,581,581,337561,,,,,,,,
Mexico,Sweet potatoes,1991,758,34468.93,19.69,174848,174848,0,0,0,,,,,,,,
Morocco,Potatoes,2005,346,13966,18.15,238090,238090,0,0,0,,,,,,,,
Kazakhstan,Wheat,1996,250,13047,1.61,6835,6835,0,0,0,,,,,,,,
Mauritania,Maize,1992,92,39.09,27.52,7684,5966,1718,1718,2951524,,,,,,,,
Turkey,Wheat,1999,593,33089,18.74,19409,19409,0,0,0,,,,,,,,
Brazil,Cassava,1997,1761,110276.11,25.2,128200,128200,0,0,0,,,,,,,,
Japan,Maize,2008,1668,58750,15.98,25456,25456,0,0,0,,,,,,,,
Mexico,Soybeans,1994,758,34468.93,19.73,18114,18114,0,0,0,,,,,,,,
Bangladesh,Wheat,2012,2666,13289.18,26.28,27789,27789,0,0,0,,,,,,,,
Egypt,Maize,2002,51,5147,22.41,77656,77656,0,0,0,,,,,,,,
Ukraine,Potatoes,1993,565,61843.46,6.89,136956,118859,18097,18097,327501409,,,,,,,,
Mexico,Soybeans,1999,758,34468.93,23.33,16366,15978,388,388,150544,,,,,,,,
Nicaragua,Potatoes,2006,2280,6889.26,27.35,138298,137500,798,798,636804,,,,,,,,
Central African Republic,Yams,1999,1342,22.87,25.05,67925,67151,774,774,599076,,,,,,,,
Pakistan,Wheat,2002,494,10881.83,27.2,22621,22621,0,0,0,,,,,,,,
Bahamas,Maize,1998,1292,484.59,25.94,19842,17400,2442,2442,5963364,,,,,,,,
Uganda,Cassava,2007,1180,88,23.68,128834,61120,67714,67714,4585185796,,,,,,,,
Bangladesh,Wheat,1995,2666,1702,26.09,19483,19483,0,0,0,,,,,,,,
India,Wheat,1994,1083,61357,26.55,23796,23796,0,0,0,,,,,,,,
Rwanda,Sorghum,2001,1212,72,19.5,9486,12810,3324,-3324,11048976,,,,,,,,
Germany,Maize,1990,700,31289,10.71,67762,90909,23147,-23147,535783609,,,,,,,,
Iraq,Sorghum,1995,216,816,19.86,8889,10000,1111,-1111,1234321,,,,,,,,
Eritrea,Potatoes,2004,383,27.63,24.79,64000,70012,6012,-6012,36144144,,,,,,,,
Brazil,Soybeans,2008,1761,312637,25.54,28162,28162,0,0,0,,,,,,,,
Saudi Arabia,Maize,2002,59,3364.86,26.63,36432,38514,2082,-2082,4334724,,,,,,,,
Canada,Potatoes,2009,537,54529.4,6.28,127453,127453,0,0,0,,,,,,,,
Egypt,"Rice, paddy",2000,51,4931,20.74,91025,91025,0,0,0,,,,,,,,
Turkey,Wheat,2001,593,25539,20.09,20765,20765,0,0,0,,,,,,,,
Kenya,Sweet potatoes,2013,630,1578,16.91,124706,122689,2017,2017,4068289,,,,,,,,
Jamaica,Cassava,2007,2051,909.71,27.61,186683,188575,1892,-1892,3579664,,,,,,,,
Ecuador,"Rice, paddy",1997,2274,7612,23,35876,32060,3816,3816,14561856,,,,,,,,
India,Soybeans,1994,1083,61357,27.07,9106,9106,0,0,0,,,,,,,,
Pakistan,Wheat,2001,494,11871,19.79,23254,23254,0,0,0,,,,,,,,
United Kingdom,Wheat,2001,1220,32893.1,9.25,70827,70827,0,0,0,,,,,,,,
Indonesia,Soybeans,2012,2702,1597,27.48,14854,14854,0,0,0,,,,,,,,
Brazil,Yams,1993,1761,75658.33,24.65,91471,91471,0,0,0,,,,,,,,
Australia,Potatoes,2004,534,36276,16.64,362787,362787,0,0,0,,,,,,,,
Burundi,Yams,2006,1274,190.51,21.83,56615,55067,1548,1548,2396304,,,,,,,,
Mauritania,Sweet potatoes,2005,92,1.1,28.14,10008,10007,1,1,1,,,,,,,,
Mexico,Maize,1991,758,34468.93,21.2,20515,20515,0,0,0,,,,,,,,
New Zealand,Wheat,2001,1732,3333.2,13.58,74286,62095,12191,12191,148620481,,,,,,,,
India,Cassava,1994,1083,61357,24.29,245277,245277,0,0,0,,,,,,,,
Brazil,Potatoes,2005,1761,232232,25.7,220095,220095,0,0,0,,,,,,,,
El Salvador,Soybeans,1997,1784,3164.62,26.48,24444,23333,1111,1111,1234321,,,,,,,,
Ecuador,Soybeans,1998,2274,21500,22.72,12691,12691,0,0,0,,,,,,,,
Brazil,Maize,1991,1761,58349.44,19.11,18084,18084,0,0,0,,,,,,,,
India,Soybeans,2004,1083,35113,26.22,9082,9082,0,0,0,,,,,,,,
Brazil,Potatoes,2005,1761,232232,18.53,220095,220095,0,0,0,,,,,,,,
Latvia,Potatoes,1998,641,369,5.95,118044,124153,6109,-6109,37319881,,,,,,,,
Bulgaria,Sorghum,2012,608,1331,9.99,20205,7903,12302,12302,151339204,,,,,,,,
Chile,Maize,1990,1522,15373,12.88,81395,81395,0,0,0,,,,,,,,
Bulgaria,Potatoes,1994,608,3648.5,10.23,105070,75262,29808,29808,888516864,,,,,,,,
Canada,Wheat,1994,537,29206,5.95,21275,21275,0,0,0,,,,,,,,
Rwanda,Maize,1996,1212,218.6,19.31,11099,16750,5651,-5651,31933801,,,,,,,,
Pakistan,Maize,1994,494,6183,22.93,15004,15004,0,0,0,,,,,,,,
Peru,Potatoes,2005,1738,10227.74,17.02,124584,118458,6126,6126,37527876,,,,,,,,
India,Sorghum,2010,1083,40093.69,24.98,8602,8602,0,0,0,,,,,,,,
Japan,Yams,2013,1668,52794.3,16.02,217415,220905,3490,-3490,12180100,,,,,,,,
Italy,Sorghum,1998,832,84117,12.96,55463,66645,11182,-11182,125037124,,,,,,,,
Peru,Wheat,2001,1738,8414.17,16.95,12465,13872,1407,-1407,1979649,,,,,,,,
Malawi,Sorghum,2011,1181,553.57,20.92,8184,8593,409,-409,167281,,,,,,,,
Ukraine,Sorghum,2004,565,15344.4,8.32,18258,26816,8558,-8558,73239364,,,,,,,,
Zambia,Wheat,2008,1020,1670,20.66,99387,56991,42396,42396,1797420816,,,,,,,,
Australia,Sorghum,2007,534,32446.25,14.99,20918,20918,0,0,0,,,,,,,,
Indonesia,"Rice, paddy",1999,2702,1597,26.62,42519,42519,0,0,0,,,,,,,,
